"","transcript_id","RNA_WT_rep1","RNA_WT_rep2","RNA_WT_rep3","RNA_pbp1d_rep1","RNA_pbp1d_rep2","RNA_pbp1d_rep3","RNA_pab1d_pbp1d_rep1","RNA_pab1d_pbp1d_rep2","RNA_pab1d_pbp1d_rep3","RPF_WT_rep1","RPF_WT_rep2","RPF_WT_rep3","RPF_pbp1d_rep1","RPF_pbp1d_rep2","RPF_pbp1d_rep3","RPF_pab1d_pbp1d_rep1","RPF_pab1d_pbp1d_rep2","RPF_pab1d_pbp1d_rep3","CDS_WT_rep1","CDS_WT_rep2","CDS_WT_rep3","CDS_pbp1d_rep1","CDS_pbp1d_rep2","CDS_pbp1d_rep3","CDS_pab1d_pbp1d_rep1","CDS_pab1d_pbp1d_rep2","CDS_pab1d_pbp1d_rep3"
"4147","YLR058C_mRNA",32314.39,34399.97,29565.99,35127.71,36314.07,28484.12,51675.75,52571.04,59926.27,2497.33,2835.24,2741.32,2646.06,3550.03,2609.3,4353.6,6588.45,2910.98,2294.08,2603,2557,2305.89,3243.65,2402.02,4030.7,5797.29,2345.14
"4148","YER118C_mRNA",8845.05,8850.56,7117,10962.6,8694,7371.97,10263.04,6375.69,6694.01,476.01,418.64,486,599.42,577.86,528.72,407.17,428.13,164.1,453,397,462,537.01,549,500.98,386,399,153
"4149","YBL058W_mRNA",12772.67,13435.08,10957.38,15620.96,14921.16,11397.22,11138.1,10518.32,10834.31,855.63,748.04,735.09,1173.53,1051.83,802.15,937.68,1056.07,514.65,811,723,707,1056,1003,758,909,1006,480
"4150","YIL104C_mRNA",2260,2583,2211,2586.99,2660,1995,1905,1624,2079,190.27,190.16,179.92,208.04,227.37,179.26,145.15,213.26,108.02,165,168,163,188,195,149,142,176,92
"4151","YDL212W_mRNA",16568.46,14789.01,13118,23360.59,17733.69,15554.11,27362.89,21986,24245.88,1050.86,1082.03,1022.1,1415.29,1508.17,1481.99,1493.99,2444.28,633.76,983,1008.99,952.09,1257.95,1420,1384,1408,2258,558
"4152","YOL110W_mRNA",620,623,481,688,604,530,677,618,672,42.02,62.03,54,75.11,73.18,82.37,76.01,100.89,50.99,38,60,52,64,69,78,71.2,92,44
"4153","YDL225W_mRNA",7298.13,8050.98,6843,8466,8471.95,7018,6152,4932,5655,620.23,807.1,790.21,606.64,1089.53,901.5,504.04,619.26,194.12,595.05,770.01,776.28,561.9,1051,869.02,481,587.04,182.85
"4154","YHL006C_mRNA",167.36,161.37,112.49,195.36,138.24,131.86,178.2,219.65,195.71,19,32,30.01,45.4,42.01,35.18,27.2,35.05,19,18,30,27,33,40,32.96,24,32,16
"4155","YDR078C_mRNA",507,560,425,660,519,505,697,883,753,20,31.02,31.01,25,39.05,46.17,34.04,28.01,17,18,27,26,21,32,41,31,24,13
"4156","YGR112W_mRNA",2370,2393.03,2001,2240,1850.84,1469,2692.92,2972,2912.28,147.23,136.48,149.62,118.04,131.01,116.1,129.99,184.04,87,141,126,142,109,127,105,121,173.02,82
"4157","YOR137C_mRNA",1797,1865.02,1589,2235,1779,1662,2726,2527,2495.87,16,16.01,11.01,18.03,17.91,14.06,23.02,13.04,8,14,15,11,18,17,13,20,12,7
"4158","YLR079W_mRNA",4615.05,4762.81,3814,5930,4700,4136.19,9435.78,4568.78,5668.97,56.2,55.04,47,138,89.01,61,141.03,94.01,50.27,56,53,43,124,80,51,130,88,47
"4159","YBR103W_mRNA",2255.37,2515,2147,2698,2769,2068,2352.41,2631,2568,221.1,312.56,382.76,265.28,376.55,388.52,201.08,284.67,116.05,177,248,291,196,296,291,171,225,96
"4160","YOL031C_mRNA",7998,7895,6958,8917,7205,6417.79,6369,5465,6185,367.47,320.22,324.29,421.65,357.51,277.92,275.33,260.2,110.02,304,272,270,312,307,241,239,221,80
"4161","YIL123W_mRNA",97715.34,105103.56,94364.61,116688.5,111577.51,88794.73,193016.28,141852.8,134876.94,7082.62,7789.75,9141.08,8582.18,11142.75,9054.55,14502.93,11413.13,5898.22,6748.11,7402.84,8777.28,7771.5,10437.83,8590.87,13824.87,10758.3,5443.02
"4162","YIL123W_pre-mRNA",1925.13,2215.02,1442.87,2552.61,2018.19,1694.78,3524.06,3746.52,2911.7,90.3,61.61,28.4,66.54,56.94,61.86,133.62,123.24,56.98,75.86,52.13,23.69,66.53,52.13,61.6,128.11,113.7,56.97
"4163","YOL004W_mRNA",45649.11,50711.07,42560.15,50869.9,50411.27,41037.56,50087.2,66996.6,50804.53,1271.05,1138.26,1181.63,1474.11,1404.68,1229.3,1512.63,1792.56,601.12,1207,1077,1111.98,1358.99,1327,1146,1441,1674.99,538.93
"4164","YNL236W_mRNA",9037.86,10542,8801.78,9852.03,9356.65,7876,9444.31,7776.1,8028.01,314.04,390.42,421.64,263.05,396.49,340.4,250,438.42,156.38,296,359,397,229,359,313,237,399,137
"4165","YDR422C_mRNA",8525,9133.06,7763.1,11021.99,10365.44,8164,8484.98,11553.19,10647.41,285.2,275.33,232.06,293.03,334.47,236.06,146.06,201.46,90,264,264,219,271,319,215,140,179,82
"4166","YMR175W_mRNA",0,0,0.36,3,0,4,4,7,9.62,1,0,0,1,1,0,1,4,0,1,0,0,1,0,0,1,4,0
"4167","YGL208W_mRNA",1396,1496,1197,1737,1474,1303,2447,2219,2214,92.98,73.42,80.94,126.59,123.3,66.64,159.41,140.94,47.07,89,69,76,104,119,61,149,126,41
"4168","YNL257C_mRNA",8120.89,9042.19,7487,10844.09,10211.7,8873.9,8232.53,10412.86,8871.27,191.01,247.04,222.89,193.23,302.22,251.58,173.28,353.12,134.45,182.08,231,211,180,290,234,166,331,124
"4169","YJL089W_mRNA",238,216,206,252,203,202,842,1532.88,2007,3.21,4.06,2,2.78,5,3.13,10,24.08,18,2,4,2,2.97,5,3,7,22.22,13
"4170","YMR140W_mRNA",4278.9,4663,3962,6000,5207,4510,6594.02,8787.46,7802.29,127.01,136.47,124.09,154.01,175.09,152.56,159.12,265.98,117.04,121,123,112,143.08,161,141,148,241,106
"4171","YKR101W_mRNA",1140,1265,978.17,1642,1508,1125,1773,2015.03,2137,35,38.01,29,41.06,49.7,41.13,47.12,58.03,39.98,34,36,28,37,48.99,36,45,56,34.99
"4172","YDL042C_mRNA",5567,6136.6,5136,5944,5277.12,4579.3,3420.99,3074.21,3103,354.68,349.03,347.06,414.85,371.78,312.58,171.78,184.5,108.02,308,305,314,336.98,310,257,144.99,153,86
"4173","YLR442C_mRNA",4151.05,4598.98,4061,5083.01,4800.65,4002.42,5426.97,5715.64,5419.84,112.15,115.44,104.11,127.07,120.03,95.1,116.12,200.17,56.01,104,108,98,108,119,88,105,182,47
"4174","YDR227W_mRNA",9777.02,11185.38,9502.06,12229,11260.1,9675.69,11731.04,16146.83,16782.47,111.02,123.07,105.18,156.49,115.11,107.02,141.89,179.96,74.3,107,115,104.01,142,108,104,135,168,66
"4175","YNL007C_mRNA",21095.85,21572.95,18411.04,25245.59,22690,18185,12523.03,11930.97,12049.38,2184.57,1580.07,1530.31,3067.27,2182.95,1603.11,1720.73,1463.42,625.16,2072,1499.99,1449,2797.99,2034,1502,1640.98,1363,576
"4177","YEL065W_mRNA",1947,1577,2982,3653,2386,2619,2448,4145,5908,143.9,102.01,295.59,369.12,207.01,255.14,115.06,290.03,318.01,129,97,285,328,196,239,106.02,275,301.09
"4178","YDL047W_mRNA",10640,11405.12,9502.02,11795.7,9968.53,8454,9671,12320.32,12381.2,463.07,572.97,629.07,600.22,609.41,573.01,329.02,422.92,195.4,441,540,603.99,562,575.96,542,307,379,177.99
"4179","YNL032W_mRNA",2900,3357,2795,3984.88,3717,3218,4110.84,3932,4125,64,64,65.21,114.01,81.02,70.41,155.96,96.15,39.41,62,63,61,104,77,67,147,82,37.86
"4180","YDR409W_mRNA",5262.78,5696.01,4562.23,7166,5799,5369,9918.74,10786.01,10941.06,98,78.53,66.01,140.22,108.89,85.02,101.01,172.63,98.06,95,69,65,132,105,80,96,157,87
"4181","YKR100C_mRNA",3286.69,3227.77,2466.01,3970.16,2995.18,2638,5698,4983.09,5588.85,93,71.01,76,110,109.02,90,127.62,124.38,65.02,89,67,75,103,100,86,118,116,56
"4182","YLR187W_mRNA",7872,9150.98,7402,9854,9607.81,8003.23,10715.01,13625.86,12061,253.31,268.14,264.82,348.44,403.54,234.13,326.41,413.19,146.43,243,257,252,325.88,382.33,226,308,384,126
"4183","YHR149C_mRNA",12201.01,13260.02,11582.97,15082.01,13155.02,11221.78,13278.03,14544.8,14885.04,276.17,270.78,313.14,265.01,330.08,276.01,143.98,244.29,101.02,250,245,296,233,299,238,130,212.06,77
"4184","YLR398C_mRNA",16880.47,19511,17039.28,20202.76,20148.04,16944.23,15825.86,16860.32,14599.76,311.26,445.05,404.53,418.51,544.7,454.94,391.73,663.25,178.37,289,423,380,384.99,520,423,373,616.03,167
"4185","YPR189W_mRNA",9044,11372.06,9578.93,10851,12303,9585.71,13886.55,13367.57,9427.97,529.04,849.89,827.16,678.07,1060.56,800.19,1193.55,2109.52,484.71,509,811.99,786,617,1012,750,1153,1979,454.99
"4186","YGR195W_mRNA",4513,4854,3999.99,5466,4551,4323,4804,4375,4302,305,321.76,338.27,387.01,377,396.04,374.17,370.8,141.03,289,293,317,341.13,357,366,346,323,122
"4187","YOR076C_mRNA",3994,4592.94,3973,4720.17,4408.98,3952,6147.57,4548,4957.04,166.07,203.83,196.55,172.71,224.34,160.18,213.67,292.18,83,161,195.99,188,156.99,208,151,200,278,74
"4188","YGL213C_mRNA",4930.58,5190,4679,7527.47,7185,6348.98,7370,4919,7486,390.41,427.96,471.01,504.82,708.03,671.25,475.2,639.93,392.07,349,385,422,411.98,633,608,417,576,322
"4189","YOL113W_mRNA",4549.02,4814,3819.81,6123.1,4929,4558,10608,12727,12094,38.36,49.55,41.04,60.02,53.99,72.01,194.09,265.39,108.76,36,49,38,53,51,68,185,247,99
"4190","YGR143W_mRNA",5804.68,6119.15,5028,8297.07,6798.38,5600.76,9699.38,8154.32,8818.01,155.58,146.69,146.31,245.42,208.9,187.58,271.98,197.48,94.78,149,134.15,133.14,212.18,196.32,175.31,250.55,178.32,84.3
"4191","YHR206W_mRNA",16058.06,18230.98,15720.94,17015.41,15219,13738.97,12181.93,11770.54,11893.11,374.85,382.97,453.55,448.29,453.36,369.89,282.68,377.58,181.18,349,350,416,409,414,312,212.02,287.07,132
"4192","YNL167C_mRNA",10463,11521,9474.99,11458,10133,9149,12079.08,12655,12651.94,177.57,174.99,152.87,178.27,142.13,107.3,212.41,236.4,88.04,167,166,145,161,138,103,202,225,78
"4193","YDR328C_mRNA",11146.04,11864.79,9857.66,15246.01,12549,11336.89,12048.97,7943.54,8558,2445.13,2104.27,1995.97,3041.95,3008.52,2675.58,2481.36,2363.37,753.19,1540,1307,1181,1782,1807,1606,1616,1488.99,432
"4194","YNL311C_mRNA",4412.3,4897.97,4243.6,5693.37,5058.04,4501.3,6029,6100.55,5518,292.08,302.25,307.23,292.2,387.25,329.01,279.22,425.21,188.02,281,296,297,263,373,318,262,411,168
"4195","YPL026C_mRNA",3481,3763.11,3030,3686,3288.28,2658,3861,3715,4370,132.93,144.13,113.11,119.78,165.89,124,133,208.06,49.24,118,136,108.24,101,152,116,127,180,45.18
"4196","YBL061C_mRNA",9950.13,11104.02,9471.92,11271.9,10557.39,9439.72,9804.76,9325.84,8845.47,419.21,463.23,492.84,444.59,514.07,417.04,456.07,662.94,198.7,392,423,439,392.48,459,366,424,600.96,178
"4197","YMR216C_mRNA",9499,10715.18,8782.92,13089,11819.64,10377,13790.98,13994.99,13675.91,151.26,188.06,135.03,190.28,197.06,196.18,218.11,262.18,85,140,181,132,175,190,187,210,246,76
"4198","YBL007C_mRNA",38142.14,40050.23,34202.46,44948.54,44896.39,33907.52,25310.91,21907.89,24463.04,1288.43,1338.83,1218.71,1894.78,1956.27,1456.15,1118.85,1324,550.13,1231,1280.55,1181,1752.49,1868,1388,1069.99,1258.99,510.63
"4199","YNL243W_mRNA",18259.45,20947.91,16978.94,22751,23764.27,17796.79,18114.01,18479.23,15380.79,1334.17,1335.47,1360.96,1582.73,1914.69,1627.56,1196.72,2052.61,672.72,1273,1270,1301,1473,1832,1530,1133.98,1944,633
"4200","YDL052C_mRNA",9272.08,8427.45,7182,13082.78,9260,7853.84,16401.91,11034.14,11159.98,221.01,221.06,227,305.01,259.38,208.11,274.01,314.04,168.38,210,209,215,275,247,193.1,258,294,161
"4201","YKL108W_mRNA",2743,3157,2464,3280.8,3022,2686,3516,4652,4506,185.57,183.12,188.1,321.28,205.42,203.01,228.06,292.01,295.05,154.97,141,153,246,170,171,189,124,98
"4202","YGL113W_mRNA",4924.7,5439.14,4301.41,6106.26,5297.2,4762.19,8344.83,10592.24,10702.08,103.28,147.04,130.64,89.32,144.06,134.05,110.15,193.44,81.01,101,141,123,84,139,126,105,176,71
"4203","YDR489W_mRNA",2448,2795,2299,3331.43,2942,2642.97,3991,3615,4383.98,156,143.07,121,152.02,140.35,144,182.35,183.01,101.07,146,138,109,137,129,130,173,166,84
"4204","YOR060C_mRNA",1157,1324,1009,1475,1364,1135,1972,3298,2447,15.74,11.26,16.3,21.01,12.38,19,24.06,36.99,14.58,15,10,15,18,11.23,17,22,30,12
"4205","YDR515W_mRNA",2695.22,2990.22,2471.08,2866.33,2618.12,2101.14,3099.74,2916.83,3283.06,100,82,68,117,90.01,70.95,112.02,107.79,61.19,98,77,66,107,89,68.91,110,98,58
"4206","YOR008C_mRNA",13768.64,13293.82,11257.76,16016.01,13234.22,10809,12109.05,8330.98,10340.95,573.05,536.92,540.19,667.37,644.79,534.27,452.71,413.69,237.29,545,507,517,615,616,508,439.01,376,215.03
"4207","YGR271W_mRNA",11968.06,14253.99,12009,14328.13,15030,12116,16356.4,14371.84,14100.25,395.04,525.28,563.34,438.48,707.06,539.98,751.91,1073,399.98,366,494.98,541.4,403.96,652,510,709,999.99,362
"4208","YGR212W_mRNA",1637,1808,1431,2279.95,1873.99,1705,1636,2714,2712,72.09,66.85,74.88,84.46,73.13,58.02,35.25,66.4,25.38,66,61,63,77,66,54,29,57,18
"4209","YBR156C_mRNA",3840,4417,3517.99,4965.16,4573.08,4003.01,6318.01,10300.9,9241.63,47.03,35.02,32.46,76.02,48.01,40,76.01,90.54,45.01,45.01,33,32,69,47,39,73,85,41
"4210","YOR195W_mRNA",6128,6893.95,5877,6920,6622.38,5686,7892.01,6277,6041.23,206.2,188.02,174.11,235.25,235.43,178.1,252.32,319.93,102.46,194.97,180,171,211,221,164,241,300.99,87
"4211","YIL105C_mRNA",4869,5395.83,4296,5344,5076,4078.26,5318.87,3782.96,5112.01,511.17,619.18,583.33,432.14,617.54,504.13,508.05,635.56,212.08,493,595,564,397.03,589,475,489.88,599,200
"4212","YNL047C_mRNA",4849,5581.06,4433.18,5777.95,4919.68,4232,4897.65,6107,5189.04,136,121.8,124.15,150.13,118.81,126.09,85.39,134.59,42.99,130,117,114,136,112,117,78,121,38
"4213","YDL033C_mRNA",2980,3260,2558,3504,3027,2671,3673,7534.1,6728.03,62.03,67.65,66.01,63.14,49.01,69.03,40.95,72.97,35.99,53,63.94,60,56,45,54,34,61,30
"4214","YBR077C_mRNA",1291,1424,1130,1958,1678,1416,2352,2219,2078,113.63,113.92,96.21,188.59,164.53,150.01,179.4,149.19,108.61,104,107,86,172,147,136,172,130,90
"4215","YCR024C_mRNA",3083,3236,2527,2950,2267,2114,3582,3967,3970,153.15,208.44,208.78,172.2,158.15,177.11,150.02,286.17,108.63,147,201,204,157,155,171,146,274.82,99
"4216","YBR266C_mRNA",0,6,5,3,3,8,5,24,13,0,0,0,0,0,2.01,0,1,5.11,0,0,0,0,0,0,0,0,0
"4217","YIL147C_mRNA",13167.44,13271,11126,17171.96,13573.01,11551,14663,18454.86,13609,313.68,299.34,294,460.61,349.18,286.32,341.51,365.99,123.03,294,289.29,282,409.03,328,276.62,326.24,344.98,111.84
"4218","YER180C-A_mRNA",308,325,242,414,306,274,298,418,329,40.99,29.08,24.01,70.01,26.06,29,23.51,26,14,40,28,24,68,25.1,28,20,20,12
"4219","YOR154W_mRNA",4131.9,4254,3568,5429,4419,3774.75,4082.99,3901.9,4551,98,93.07,99.23,140.07,130.04,126.68,68.04,81.32,46,94,88,94,133,120,119,60,74,35
"4220","YLR139C_mRNA",7618.65,8278.03,6923,7955.57,7028.99,6306.03,9298.93,12871.05,12697.87,205.1,202.38,198.52,185.72,185.03,178.58,187.76,225.58,110.93,192,189.01,183.01,155,165,161,174,205.23,96
"4222","YDR088C_mRNA",1834.91,2101.99,1930.79,2274,2132,1778.58,2477.77,1776.69,1927,48.46,42.05,27.01,68.05,57.82,52,68,56.23,26,47,37,26,60,55.99,51,67,55,22
"4223","YBR228W_mRNA",567,601,424,807,723,579,714,1059,864,23,28.05,29.04,33.02,33,36,57.02,70,19.32,22,28,28,31,31,34,52,65,16
"4224","YLR135W_mRNA",2639,3044,2455,3611,3220.08,2852,4640,6088,5640,29.03,46.03,30.99,48.65,31,32.14,46.01,85.06,19.93,25,40.02,29,43,30,28.25,41.02,80,17
"4225","YDL013W_mRNA",4267.38,4386.99,3729.6,5516.56,4918.24,4253.26,5383.44,5334,5233,64.02,60.11,52.04,93.04,70.09,64.06,97.05,91.08,50.47,60,58,47,83,64,58,94,85,48
"4226","YER116C_mRNA",1703,1826,1567,2376,2048.99,1744,2593,4346,3581.87,34.02,31.03,32.01,53.18,50.02,39.13,51.01,91.04,44,31,29,31,46,45,34,47,82,39
"4227","YGR081C_mRNA",3705,3626.26,3161,4456.09,3673.89,3301,5029,3268,4293,92.03,96,96.04,122.99,113.08,124.25,151.39,130.02,76.38,86,85,87,111,106,107,144,109,64.99
"4228","YDR189W_mRNA",15134.03,17121.89,14794.16,19165.04,18439.82,15627.1,11816.3,13173.87,13130.93,762.96,844.83,926.26,934.89,1124.83,958.34,551.52,731,342.01,718,808,893,870.94,1066,922,526,692,320
"4229","YOR307C_mRNA",7380.09,7973.99,6422.01,9567.06,8201.96,7488.87,8583.84,8619,8708.35,252.03,247.04,194.98,267.26,295.53,233.62,209.99,236.18,100.41,230,231,182,230.86,276,215,194,208,84.99
"4230","YNL196C_mRNA",16,18,13,45,26,30,110,273,187,1.01,1,0,1,0,0,2,10,3,1,1,0,1,0,0,2,9,3
"4231","YPL027W_mRNA",11,11,9,22,12,17,127,231,151,0,0,0,0,1,0,6,28,8,0,0,0,0,1,0,6,25,8
"4232","YML066C_mRNA",21,28,13,50,48,43,79,145,118,0,2.21,0,0,0,0,0,2.1,0,0,2,0,0,0,0,0,2,0
"4233","YER029C_mRNA",1762,1934,1713,2089,1913.9,1679,2852.89,2078,2879,112.29,109.01,113.04,79,109.16,147.58,197.29,146.08,91.03,109,101,106,73,101,144,184,134,82
"4234","YFL008W_mRNA",9017.88,10861.15,8936.82,10301.26,10823.36,8630,9878.33,9931.01,8131.8,346.31,348.88,352.06,372.18,436.88,332.31,391.58,680.38,205.35,329,339,335,340,414,316,379,643,187
"4235","YFR031C_mRNA",5145.62,5888,4925.99,5746,5994,5014.99,5459.84,5679.61,5500.96,144.52,173.73,184.52,151.25,192.56,187.44,118.17,190.55,63.75,138,165,171,139,176,176,114,167,57
"4236","YJL074C_mRNA",7751.84,9422.42,7734.05,8213.05,9363.01,6686.05,6131,6971,5546,263.47,279.17,311.26,272.79,382.5,300.18,240.04,566.4,156,249,261,289.18,254,345,275,235,508,127
"4237","YLR086W_mRNA",8110,9021,7406.13,9424,9425.25,7620.99,9242.89,10928.3,8956.69,237.48,310.34,292.81,264.04,376.7,283,353.34,539.93,170.44,229.93,295.87,283.96,246.81,363.95,274,346.82,519.96,157.1
"4238","YOL034W_mRNA",3590,4181,3503,4372,4241.88,3515,3613.87,5590.95,4338,53.02,56.14,73.02,75.1,82.04,64.4,32.03,64.05,28.05,51,49,70,69.31,79,61,30,58,26
"4239","YLR383W_mRNA",4331,4913,4174.01,5143,5238,4276.98,4346,4720,4418.26,92,104.07,114.72,90,154.01,154.96,72.75,116.31,36.01,91,98,113,82,150,147,67.97,112,32
"4240","YGR074W_mRNA",3909.89,3988,3288,5435.21,4087,4025,3466.93,2885,4400,255.03,260,246.22,473.08,372.06,256,314,301.85,211,138,140,125,249,201,136,183,162,105
"4241","YLR275W_mRNA",596.96,558.47,567.11,880.01,742.28,643.38,1106.42,1153.34,1007.55,6.91,44.3,20.99,82.82,60.79,30.21,68.04,68.24,45.57,40,38,28,77,58,35,78,40.85,37
"4242","YLR275W_pre-mRNA",683.04,766.53,455.89,1001.99,860.72,836.62,1903.58,958.66,1492.45,38.09,3.72,14.01,6.18,13.81,13.8,33.02,18.61,4.43,0,0,0,0,0,0,0,15.15,0
"4243","YLR147C_mRNA",945.97,917,738.24,1192,993.01,839,2286,1762.08,2229,139.15,138.2,96.2,141,95,101,372.86,219,124,132,135,92,128,89,95,351,206,114
"4244","YOR159C_mRNA",1222.46,1200,1154,1606,1370,1197,1442,1406,1463.32,16,28,19,40,32.01,35,42,36.02,25,12,21,16,36,29,29,34,25,24
"4245","YOL122C_mRNA",3834,3772,3156,4983,3756,3185.01,10552.95,7371.09,7694.75,260.83,256.11,218.14,286.05,313.38,252.26,712.62,648.05,313.05,247,245,211,263,298,246,688,619,304.04
"4246","YHR050W_mRNA",5371.99,5085,4219,7017,5617,4542,5066,4235.03,4697.98,436,427.02,456,565.28,584.07,441.1,403,419.77,181,419,404,439,511,545,401,383,374.99,160
"4247","YLR034C_mRNA",8938,7816.02,8190.97,13317.37,9844.99,8635,10823,7089.85,9014,385.85,270.11,421.48,413.36,470.13,466.18,355.75,392.02,167.46,351,255,388,359,433,427,314,354,145.94
"4248","YGR229C_mRNA",17615.14,19022.96,16696.34,20658.3,18458,15394,15260.24,14721,15518.99,346,517.01,507.17,331.06,630,536.82,254.99,463.31,175.07,306,447,429,273.41,543,443,226,403,151
"4249","YPR054W_mRNA",107,126,66,121,98,114,73,152,131,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4250","YML058W_mRNA",39116.78,44699.51,36728.77,56884.01,47011.48,45254.02,74841.77,74568.43,91038.19,1028.5,1078.02,947,1565.05,1308.14,1266.82,1952.04,2473.71,1035.02,940,981,848,1368,1163,1167,1791,2097,827
"4251","YNR015W_mRNA",5703,5815,4749.01,6518,5441,4661,7172.33,6060.99,5655,281.05,249.02,278.22,415.11,294.14,295.23,426.1,329.59,215.05,264,236,261,384,268,274,408,293.98,186.16
"4252","YBR182C_mRNA",639,730,558,1053,890,742,1606,3230,2836.13,28.03,36.9,26,33.43,33.04,30.67,49.01,72.1,27.91,26,32,22,30,28,29,48,66,25.64
"4253","YOR149C_mRNA",4887,4967,4056,7281,5382,4792,7028.95,6837.49,6730.01,90.02,76.13,106.03,128.37,140.03,125.91,126.94,134.56,85.02,90,72,104,122.89,135,119,118.03,127,79
"4254","YDR510W_mRNA",18485,19184.84,15350,27354.79,21401,20061,26445.29,27765.26,23678,1443.89,1503.02,1458.51,2186.22,2390.13,2233.77,1997.43,3586.08,1257.29,746,749,704,1012,1181,1116,1087,1579,465
"4255","YFL017W-A_mRNA",855,908,692,1410.63,1043,875,1806,1399.56,1809.02,199,158,123,351,212.99,209,443,305.37,230,145,113,85,261,147,134,327,203,155
"4256","YPR182W_mRNA",1963,2114,1368.81,2618.88,1943,1622,3126,1904,1918,112,133.07,108.79,242,182.38,175.34,245.01,291,122,98,121,95,207,170,153,222,258,112
"4257","YKL079W_mRNA",4286.7,4697.86,3894.09,5032.49,4597.86,3669.11,5649.11,7410.18,6615.09,230.93,281.44,265.31,230.77,287.03,245.01,240.16,330.02,135.01,225,270,255,218,278,238,231,314,129
"4258","YBR172C_mRNA",16512,18686.28,15940.3,18056.08,17459.75,14666.99,17297,18749,18747.01,401.53,358.53,366.33,510.37,458.27,337.87,398.2,458.28,171.03,376,342,347,473,424.99,319,383,436,159
"4259","YDR525W-A_mRNA",952.99,950.99,736,1487.39,1134,891.03,6142.37,2144.99,2292.34,157.19,138.9,110.03,222.02,198.03,159,941.43,515.3,239.82,142,128,106,198,171,147,870,435.98,208
"4260","YJL151C_mRNA",3843.99,3912,2915.93,5674,4281.98,3594,12981,10290,10528.94,600.04,604.16,678.33,1053.8,975.19,947.15,2316.85,3285.82,1385.91,376,361,369,582,579,548,1447,1996,803.03
"4261","YDL123W_mRNA",2117,2095,1600,2889,2180.01,1829,3569,4394,4562,251.21,227.43,206.48,397.15,281.47,245.37,345.39,546.13,313.18,226,196.97,183,352,254,212,316,496,283
"4262","YAL030W_mRNA",1340.32,1506.41,1218.26,2261.24,1999.75,1644.98,3828.04,2726.29,3432.28,262.99,214.7,203,838.42,355.94,284.63,1087,1027.53,924.52,146,140.98,127,459,232,196,642,544.37,427.92
"4263","YAL030W_pre-mRNA",52.45,78.59,75.74,88.76,73.25,77.02,118.96,169.71,176.72,0,4.3,0,5.11,0,0,0,12.47,4.61,0,4.02,0,5,0,0,0,10.63,4.08
"4264","YOR327C_mRNA",4445.02,4768,3689.99,6323,5086.99,4523.2,7531.01,5306,5129,974.38,828.2,704.02,1061.65,1066.25,1073.26,1194.03,1211.59,351.04,923,769,645,916.99,974,1003,1080,1041,267
"4265","YDR477W_mRNA",8953,10355.76,8912.02,8974.6,9276.5,7525.55,7207,6176,7293,446.44,610.7,649.89,416.51,692.52,565.28,370.92,557.01,225.11,427,588,628,378,659,535,355,530,211
"4266","YDR073W_mRNA",2563.22,2968,2064.01,3989.81,3092,2727.19,4411.18,4618.13,5258.03,12.03,19.04,9.99,30.02,24.02,17,23.09,21.01,13.03,11,17,9,21,21,17,20,18,13
"4267","YNR023W_mRNA",3751.75,4384,3871,4299,3976,3693,4343.23,3883.99,4290.96,297.35,388.53,430.24,349.78,337.22,379.04,310.28,421.39,228.18,283,364,404,310.75,318,361,301,396,209.99
"4268","YOR290C_mRNA",23480.47,25756.81,21619.67,26228.15,25570.42,21247.88,29323.94,27384.81,26008.3,365.78,430.67,428.82,416.68,494.11,413.84,544.48,679.92,212.75,340,408.81,404,375.51,454.68,378.01,520.43,629.45,191.74
"4269","YDL194W_mRNA",1873,1923,1398,2949,2352,1866.99,3358,3273,3588,25,16.04,25.01,33,26.03,21.88,40,46,23.01,24,13,22,32,26,19,40,45,19
"4270","YGL115W_mRNA",8360,9324.94,7803,11413.88,10221.99,9044,10469,6231,7546.98,1037.44,1134.11,1095.28,1288.05,1519.6,1348.11,1265.96,1081.66,558.15,996,1088,1063,1204,1463,1289,1217,1038,525
"4271","YBR289W_mRNA",7338,9041.97,7474.18,8736.66,8904,7363,8056.02,8567.01,9404,151.03,180.57,199.66,148.24,199.69,172.36,176.22,292.69,120.17,140,169.15,190,136,184,167,164,270,111
"4272","YHL025W_mRNA",3016.26,2896,2138,3359.99,2807,2174,3770,3834.99,3648,219.54,193.91,166.6,251.3,231.07,175.75,276.87,221.49,101.69,210,184.99,153.97,228,218,166,261,201.81,87
"4273","YLR025W_mRNA",4768.19,5075.25,4558.52,6008.74,5402.46,4774.28,8056.53,5472.15,6349,94.12,105,115,171.87,154.69,118,237.04,164,84,87,103,109,155,141,112,223,150.03,73
"4274","YPL002C_mRNA",1277,1441,1121,1697,1567,1216,2253.15,2491,2273,57.46,47.05,35.03,113.21,71.01,77.03,80.41,126.14,68,54,44,29,98.96,68,71,78,114,54
"4275","YGR197C_mRNA",1531,1502.32,1327.57,2052,1596,1459,2479,2319,2101,119.01,98.07,122.14,170.07,146.02,103.06,155.11,116.28,59.93,118,93,119,156,142,98,154,106.2,55
"4276","YIL016W_mRNA",1884,1733.01,1550,2785,2251,1986,6263.99,3799,4505,102,106.15,102,245.03,116.02,142.19,413.02,351.49,319,94,95,92,210,96,115,367,258,264
