gene	YPA_WT_pre_shift.TE	YPA_4Gts_pre_shift.TE	YPA_WT_0h.TE	YPA_4Gts_0h.TE	YPA_WT_2h.TE	YPA_4Gts_2h.TE
YKR067W	1.101187641	0.954753374	1.117077541	1.164468956	1.202309915	1.619814496
YOR168W	1.529867246	1.657446843	1.31854482	1.508777363	1.471469712	1.581114494
YMR043W	1.380279737	0.882506711	1.542292246	0.989692365	1.702972561	1.415881016
YML077W	1.496006985	1.462857756	1.043194055	1.222304371	1.125997702	1.626678117
YER068W	1.36688831	1.099683725	1.589046088	1.460106201	2.105796385	1.041309319
YER013W	0.817732632	0.886671539	0.596860351	0.61221691	0.613699898	0.807045385
YKL053C-A	2.001809209	2.595392792	1.908823165	2.476159849	2.296092881	2.008569975
YMR092C	1.207239597	1.318515055	1.223929803	1.306184804	1.357630076	1.604358251
YJL008C	1.438755439	1.560568929	1.39866786	1.709115058	1.459058903	1.60778617
YGL067W	1.007141913	1.025511709	1.12991464	1.056096845	0.974601179	1.034881483
YPR073C	1.578434118	1.915791105	1.670129304	1.905219025	1.370796104	1.985260449
YDR424C	3.047429814	3.379749828	2.641278566	2.173442057	2.695705389	2.609701132
YGR270W	0.441585735	0.367381925	0.425546022	0.480696644	0.442234122	0.267799411
YNL278W	0.901387667	0.754812221	1.143074337	0.920255268	1.210771135	1.029990739
YCL057C-A	2.318165677	2.609271898	2.063174345	2.01620131	2.528720846	4.244694613
YDR316W	1.451735116	1.152030945	1.138426537	2.260939725	1.201600721	0.612902782
YDR479C	0.777146486	0.750183464	0.754651019	1.006343861	1.020482052	0.56993473
YBL086C	1.485213284	1.096055628	1.528455617	1.625890122	1.701173304	0.911145654
YNL069C	2.018108179	2.158144539	1.924859867	1.960666846	2.506601721	2.579681133
YGL191W	2.119860406	2.290458286	2.334919399	2.623202219	2.438859334	4.104445206
YFL041W	1.094416539	1.195297911	1.344018241	1.093704333	0.891292605	1.226214712
YJL168C	1.024399341	0.858344025	1.169709079	0.901949418	1.263920476	0.675937628
YDR145W	1.211087004	1.166331877	1.374166855	1.32296473	1.498121599	1.17912967
YDR330W	1.631423927	1.708274174	1.369691599	1.453843741	2.083447111	1.809894768
YJL062W	0.586645596	0.53623818	0.563227346	0.490861914	0.512708126	0.624785591
YNL325C	0.536478695	0.766820598	0.483518916	0.556623319	0.42052424	0.718852587
YPL020C	0.930750271	0.896590237	0.995196031	0.904536696	0.677741448	0.64523731
YKL130C	1.024797166	1.205259148	1.486433825	1.328004596	0.993154617	1.47313838
YOR346W	0.418824237	0.356307063	0.414684471	0.267742862	0.497995242	0.397353958
YGL233W	0.55354704	0.684268311	0.559456152	0.571789841	0.489901521	0.627024966
YGR113W	0.750950537	1.001829108	0.914288734	1.03394318	1.168236355	1.196170705
YLR319C	1.057003693	1.288333507	1.40375644	1.089123507	1.376555338	0.794768795
YBR278W	1.319103904	1.172574154	1.205345377	1.570758124	0.996545308	1.27271139
YDR295C	0.926069014	0.758393998	0.843207006	0.682194142	0.795780189	0.686317506
YIL153W	0.765030859	0.520779062	0.996708893	0.473219942	0.938065978	0.662651385
YJL217W	2.141141502	2.592479894	1.928552603	2.168717183	2.63053449	3.338226396
YLR399C	0.930345511	0.965072614	1.036888077	0.980211156	1.200416444	1.155487972
YAL011W	1.061807723	1.381962396	0.87413743	1.367401046	1.046235308	0.908827217
YBR036C	1.029757719	1.038688076	1.042212775	1.183068611	1.313292369	1.263715867
YBR244W	1.51491755	1.771423571	1.655611929	2.361492044	0.861079296	1.434414042
YBR179C	0.876712665	0.98310333	0.918947735	0.992075433	1.056585428	0.944891789
YPL155C	0.90226707	0.940694951	0.802741525	0.930725187	0.959187644	1.088157591
YGR142W	0.526892071	0.624876637	0.633466184	0.947809732	1.351999934	1.735515531
YPL100W	1.214674845	1.474654996	0.995420629	1.226303185	0.981952106	1.264786661
YLR257W	1.903500756	1.51190301	1.952784982	2.123233155	2.1827574	1.630531605
YBL026W	1.382784782	2.449047284	1.380960027	2.090453885	1.761247357	1.395448299
YNL233W	1.201895182	0.97412066	1.099401664	0.987455326	1.044785225	1.003366874
YPL211W	1.799013878	2.085015744	1.032680341	1.493503153	1.111759869	1.789007448
YDL077C	0.519397162	0.611708739	0.554325476	0.708488804	0.542759474	0.470517544
YOR222W	1.378322934	1.257573803	1.201190083	1.250242756	0.681332131	0.614991811
YEL021W	1.992185126	1.564744256	2.35858775	1.234842983	2.447550921	2.000619509
YOL061W	1.692368998	0.938075697	1.567352116	1.021247774	1.360060571	1.037556853
YLR008C	1.595138609	1.557743084	1.842830836	1.533019131	1.914721482	1.709183572
YPR133W-A	1.71328925	2.247093327	2.103980951	3.001965424	2.849306836	2.218441592
YMR219W	0.949355082	1.030326635	0.968260915	1.131575407	1.146589623	0.823734933
YLR055C	1.992185126	2.502444841	2.404821246	1.597329575	2.175840211	1.214860872
YFR016C	2.014084018	2.061708127	2.074550448	2.067717153	2.83520343	1.596674289
YIL077C	0.826449327	1.31788987	1.714268981	1.506053599	1.137738149	0.809907248
YGR109C	0.865005303	0.772922618	0.869281553	0.782090992	0.933128789	1.214860872
YIL095W	0.954779968	1.114183774	0.962010082	0.98948449	1.013896842	0.690098483
YNL084C	1.538519206	1.659949586	1.289322793	1.674627865	1.579439175	1.812333432
YGR055W	0.693543502	0.796192327	0.732408673	0.885913882	0.846132107	0.626493138
YOR051C	1.003264889	1.239675517	0.86645117	0.861433556	0.704297542	1.23077608
YBR287W	0.576888107	0.550537865	0.627900848	0.593572311	0.551166529	0.766941346
YER174C	1.245166869	1.148794903	1.347591105	1.287101229	1.123210579	0.905997938
YMR142C	2.384343481	2.260592026	2.03012131	2.02776826	3.14307386	2.553968878
YDR119W-A	2.261713568	3.189322804	2.702137519	2.688138336	1.881255454	2.636506573
YDL182W	1.636532103	1.436024818	1.771177204	1.385240119	1.735730634	1.769520087
YGL121C	1.698712694	1.011191997	1.247746855	1.764668864	1.267735576	2.803525089
YHR003C	0.867719718	1.185682199	0.83296386	0.857869987	0.534533034	0.984348809
YBL067C	0.500602955	0.522224489	0.454069681	0.465027076	0.511565768	0.462804142
YLR168C	1.219941142	1.794793772	1.340227219	1.573767637	1.831444987	1.430261736
YDL019C	0.977278685	1.146507426	1.120287386	1.048518329	1.303358025	1.170594686
YNL300W	1.357917927	1.104545507	1.641472555	0.858943864	1.903397032	2.512085193
YMR273C	0.874220408	0.656345245	0.950927965	0.756799188	1.315111334	0.607430436
YOR123C	3.402066679	4.510430702	3.441208645	3.857087766	3.369631737	2.208837949
YGR295C	0.965968796	0.980614461	0.844546751	1.077582383	1.108992723	1.407213843
YCR002C	1.390211848	1.973768994	1.392903423	2.137346453	1.673757744	1.725566716
YMR164C	0.797458269	0.705817776	0.704756737	0.754548066	0.744967016	0.667505974
YDR113C	1.539816714	1.847610069	1.87022209	2.267939538	2.35638583	1.745293084
YLL031C	0.545860261	0.519878371	0.53872486	0.563969007	0.430373865	0.490402554
YLR033W	1.092488618	1.271175469	0.988853059	1.358268565	1.262649516	0.880570296
YBR230C	1.715109032	1.685319995	1.810060765	1.787772881	2.273831071	3.879716978
YFR052C-A	1.009745979	1.011191997	1.291299248	1.19139764	1.421149015	2.099759532
YFL008W	0.657680882	0.801047158	0.547491916	0.858623661	0.700547139	0.666784346
YDR217C	0.706736608	0.712749915	0.750571824	0.560834161	0.794997903	0.378947428
YNL020C	0.908078774	0.847926622	0.910785712	0.861193536	0.738447243	0.822367359
YLR290C	0.899696509	1.165159503	0.997451781	0.986421071	0.772894552	1.083524561
YPL163C	1.760696393	1.467731733	1.881851275	1.766039011	1.394980411	1.713265332
YIL123W	1.813809664	1.590898158	2.120351484	1.526776897	1.668403487	1.833278422
YOL052C-A	2.375249186	2.883769769	3.072700922	2.856904606	5.095374306	6.947485611
YPR161C	0.883723367	0.731004634	0.933232558	0.870164302	0.775057792	0.82497529
YOR291W	0.455086476	0.462324269	0.325872031	0.427211688	0.514023996	0.401337967
YKL117W	3.04754734	3.889669699	2.791845956	3.551465237	4.292429656	4.638559693
YDR062W	1.040101459	1.066167676	0.90762082	1.121789499	1.080742382	1.301964104
YHR190W	1.528360472	1.482728791	1.672802168	1.500250384	1.946616107	1.776066698
YLR106C	0.441479394	0.532518306	0.375424625	0.325080249	0.427023091	0.369740265
YKR002W	1.247129742	1.35886727	1.262965176	1.297523101	1.302574294	1.169112973
YDR279W	0.825367021	0.867336022	0.754651019	1.032722468	0.718955677	0.726411655
YDL099W	2.349337377	3.047620324	2.237780189	2.55572732	2.862932771	2.284663729
YGL226C-A	2.096364713	2.054245765	2.369978406	1.748203394	1.735870895	3.212174509
YBR130C	0.819497793	1.203476829	0.999055042	1.176823278	0.96557856	1.166266437
YPL054W	1.439932391	1.449375196	2.157592846	1.670851026	1.634102347	2.603273297
YIL001W	0.77920144	0.901833455	0.761388974	0.721266486	0.935161749	0.783781208
YBR165W	0.926420167	0.852022886	1.322968453	1.215411677	0.539141078	0.976430234
YHR075C	0.960747343	1.106901528	1.131976528	1.445811455	1.089979497	1.953305716
YFR031C	0.599867906	0.898837331	0.528603479	0.715283851	0.545896051	0.557641056
YIL149C	0.396335006	0.499625461	0.331995372	0.48234592	0.342076691	0.239732545
YNR015W	1.348826729	1.292078663	1.128086574	1.392262883	1.070618779	1.192772492
YLR350W	1.425921392	0.80435727	1.384680768	1.409301065	1.204187126	1.712754672
YGR254W	2.26975283	2.074533518	2.350686491	2.225234423	3.281067039	2.695083846
YGR163W	1.580895294	2.106649994	1.172768475	1.709624147	2.120747247	1.749399656
YKL022C	0.811756248	0.86784294	0.785244979	0.910666805	0.912547921	1.003366874
YDL164C	1.168993423	1.153997928	1.336943471	1.17005739	1.410061281	1.130103137
YJR050W	1.938631763	2.097287105	1.843327898	1.042026274	1.157153756	1.124499319
YOR156C	0.783862567	0.612843635	0.679627233	0.739815803	1.244171718	0.878437861
YNL006W	1.306914165	1.131325063	1.005273128	0.981723828	0.793515055	1.093374785
YGL210W	1.743755026	1.971313691	1.603633415	1.784952414	2.967040711	1.645124097
YFL033C	0.528129215	0.473281603	0.564569747	0.361871212	0.648912405	0.461722824
YJR136C	0.684258977	0.589861998	0.565988264	0.7764543	0.479131785	0.841057527
YJL098W	0.800215178	0.920974124	0.80459116	0.493550095	0.762670234	0.525034509
YMR310C	1.2900896	1.016866475	1.368901848	0.652623226	1.367221668	1.429248085
YBL038W	1.85487159	2.151452578	2.015078784	2.673245139	1.850264235	1.51036757
YCL010C	1.051492594	1.059566923	0.837662631	0.997694455	0.918990474	0.639400459
YGR189C	1.586110926	1.229679736	1.592826519	1.201071853	1.336498046	1.631308813
YOR332W	3.132125316	3.512552576	2.919011482	3.502199737	4.00100928	5.032693212
YDR338C	0.756618088	0.530020926	0.749260654	0.754336412	0.6429828	0.66817348
YOR067C	0.651354131	0.764935194	0.599970996	0.46570168	0.591657746	0.527203775
YGR094W	1.190822794	1.27834909	1.202162672	1.082442764	1.2026109	1.273357313
YNR048W	1.066509539	0.669097192	0.63046794	0.674315356	0.69120651	0.756422807
YDR191W	0.918975719	1.09423675	0.799042255	0.715203536	0.75600712	1.599310515
YHR028C	0.429459263	0.580249432	0.399889826	0.527409953	0.387037978	0.477845276
YBR265W	1.484446128	1.291738194	1.738518468	1.490266874	1.254354671	1.467699937
YBL007C	1.129727101	1.139521886	1.136381106	1.109565014	1.367951398	1.237254621
YNR037C	2.523260513	2.20215146	2.393321802	2.114381132	2.282975348	2.082618638
YOL113W	0.265660535	0.367025243	0.397679168	0.526917953	0.296231361	0.349371754
YCL024W	0.774893887	0.820492726	0.668334726	0.863382269	0.823893474	0.926247516
YAL032C	1.760375567	1.302065744	1.812452447	1.50828479	1.399068599	2.03031543
YGL145W	0.758969161	0.781204257	0.82256961	0.987754072	0.846569441	0.927374711
YNL283C	0.473918057	0.36381511	0.575166452	0.255754376	0.475529291	0.28112483
YNL252C	1.782788912	2.084803253	1.849733497	2.190934144	2.397366453	1.022260978
YGL248W	1.04429059	1.053086957	1.003133671	1.060573667	1.01607357	0.56865828
YOR020W-A	2.247431017	2.380144905	2.204995945	2.549783768	2.034494633	3.280124354
YDR511W	1.704282243	1.542323147	1.85780407	1.621061329	2.218873072	2.711428613
YBR068C	0.756201782	0.826937143	0.90506698	0.769842557	0.668992209	0.527092862
YDR043C	1.067497048	1.198449774	1.021681379	1.092390877	1.132515282	0.805710837
YGR076C	2.275398995	2.128746411	2.352915981	2.409685759	2.415361296	1.570429908
YEL015W	1.20505948	1.58296299	1.179286454	1.449729644	1.248597126	1.362864227
YBL103C	1.186633384	0.768808897	1.317644636	0.886101377	1.511282031	0.888583952
YEL040W	1.004987868	0.841418731	0.978991719	0.770351654	0.576279062	1.422063355
YPR013C	1.368787666	1.556407799	1.301122446	1.453461252	2.169459088	1.77556589
YPL230W	1.570401546	1.587009662	1.692007021	1.281818952	1.790853231	0.763626834
YHR115C	1.127330565	1.017801095	1.234883485	0.982261464	1.456246443	1.089968633
YER124C	0.828031988	0.902654402	0.807245493	0.966959081	0.768294661	0.869147189
YPL256C	0.826231674	0.622632109	0.797252286	0.663536658	0.915909687	0.879726838
YKL201C	0.437094824	0.439963075	0.391300528	0.393528099	0.369136551	0.42927946
YOL026C	2.148254929	2.222668399	2.208052981	1.784952414	2.149855542	2.308235657
YGL167C	0.605019602	0.467526022	0.496761205	0.499170416	0.520515079	0.359119991
YDR236C	0.754107187	1.142272441	0.934659519	1.211888744	1.228811573	1.09633786
YER037W	1.060356599	0.833089044	1.001293059	1.213929176	0.658291914	0.770864634
YCR092C	0.874065188	0.761905081	0.767551036	0.688481645	0.812953111	0.893690756
YJL111W	1.642692124	2.303729875	1.688319457	1.725856017	2.23761893	1.835789762
YNL192W	0.88856952	0.752533772	0.955508704	0.93894652	0.898896827	0.592183194
YLL010C	1.134040866	0.975636723	0.855040374	0.58529835	0.798178946	0.464185647
YLR436C	0.302447705	0.330235815	0.36017435	0.394883327	0.347627286	0.309106612
YJR077C	2.394750846	1.846657226	2.581415425	1.88307807	3.506438224	4.087585574
YDL112W	0.726934749	0.798795504	0.645398592	0.640185172	0.69120651	0.704084956
YBR002C	0.928868999	0.912708277	0.833495155	1.282076397	0.631440534	0.673098591
YKL109W	0.720360961	0.467527823	0.673891059	0.609531358	0.723679299	0.534284363
YKL154W	0.714355302	1.196339827	0.7726189	1.25118299	0.461772416	1.084697207
YDL074C	0.684981236	0.722202831	0.610837367	1.000149143	0.70496713	0.787188952
YDL052C	0.921338125	0.807455535	0.90710577	0.903132639	1.205805189	1.15631336
YML075C	0.521252739	0.681984968	0.549170677	0.539798593	0.447495527	0.474066635
YLR052W	0.760718999	0.810497402	0.893078129	0.880576524	1.094678217	1.20121075
YBL033C	1.792337322	1.46840405	1.792504407	1.291236652	1.732205406	1.235806749
YMR090W	1.769797737	1.225449733	1.761808842	2.80771421	2.481896951	0.784987025
YHR099W	0.42728697	0.443495816	0.413353731	0.361512717	0.444018042	0.41295666
YHR171W	0.871755623	0.879794167	0.788441363	0.859105358	0.89723922	0.455572827
YKL189W	0.754983419	0.943779197	0.888166199	0.758604776	0.762220878	0.740978972
YKL094W	0.966896465	0.874653367	0.88752411	1.093695012	1.070054166	1.214860872
YOL030W	1.39393886	1.538663904	1.440564445	1.361404384	1.404710004	1.397627552
YER080W	1.353661678	1.398464488	1.2515711	1.503071315	1.363653762	1.417892415
YPL179W	0.72774679	0.917079417	0.660319641	0.842623994	0.679622043	0.916690151
YJR019C	1.699345597	1.341646898	2.020142727	1.618098167	2.051322546	3.787507424
YFR032C-A	2.997582512	2.676415346	2.551462403	2.51921693	2.923936747	3.663714283
YDR147W	0.602288527	0.890715307	1.328610948	0.764518775	0.874004926	0.762819617
YMR031C	2.21982737	2.325253095	2.02347726	2.464780861	2.898093716	2.211046787
YBL080C	1.181831302	1.14826469	1.445656771	1.059071766	1.004696188	1.322054478
YMR136W	0.96201315	0.89134702	1.070426977	0.939159578	1.687357069	0.827139317
YDL083C	2.000945037	2.087520925	1.933883189	1.994142646	2.449141336	3.250018473
YPL022W	0.394637991	0.336009026	0.558299813	0.385312606	0.48236604	0.316576123
YJL060W	1.456849836	1.775667046	1.579424477	1.520184473	1.298630413	1.872446115
YNL327W	0.947502682	0.853974171	0.85688726	0.714317749	0.733291039	0.9688131
YPR140W	0.857226363	0.911985217	0.754651019	0.725200667	0.312531173	0.538126292
YGR048W	1.456362012	1.262701525	1.437430512	2.051945296	1.462844323	1.619814496
YBR279W	1.02859605	1.137474928	1.126772038	1.614570593	1.388041738	1.338826267
YOR340C	1.582816914	1.556407799	1.036824878	1.263007708	1.385736128	1.451958071
YGR140W	0.724393979	0.874412403	0.57264695	0.629983205	0.81980307	0.716332307
YOL158C	0.674181719	0.594270533	0.664683726	0.56056134	0.653640939	0.561002632
YOR122C	1.898312529	1.697054816	1.803615935	1.961023272	2.382517336	3.090832079
YBR151W	1.237852058	1.355088374	1.184855875	1.370588461	1.479613936	0.950760682
YGL231C	1.72939843	1.919017701	1.469187698	1.575563766	1.57775399	1.682115053
YHR136C	1.462455984	1.521052282	1.652969909	1.952345081	1.284230277	1.929291249
YDR297W	0.971577023	0.846273744	0.762943887	0.702058574	0.52216144	0.701919615
YBR246W	0.553516988	0.817941971	0.374826665	0.728980566	0.609888097	0.719917554
YLR186W	1.371689802	1.436330629	1.490317106	1.341352171	1.830961926	1.769707778
YIL155C	1.031197992	0.930571091	1.080171591	0.96622072	1.448933167	2.383877937
YDR302W	1.136188162	1.228016792	0.810140064	1.556255386	0.785792664	1.685129597
YAL013W	3.100884492	2.965695047	3.503242344	2.465724963	4.094069329	2.730305877
YDR098C	2.039053305	2.585134323	1.980661349	2.371102727	1.974984973	3.487262503
YJR099W	1.753490134	1.975797913	2.033585903	1.991101848	1.65636682	1.752586176
YLR259C	2.785354264	3.256552085	2.792659576	2.873208975	4.291312417	4.29744801
YPL157W	1.005763365	1.350698489	0.636063002	0.803228586	0.665741007	0.809907248
YKL005C	1.069807193	1.153507908	1.025103985	1.179741986	1.030952083	0.603241261
YDR418W	1.820775536	1.724676476	1.497056889	1.706483761	1.91312425	2.058762754
YMR241W	1.523031215	1.467461557	1.593672959	1.463336443	1.56019931	1.409144981
YOL067C	1.088878278	1.322720845	1.194068068	1.266106077	1.170879993	1.581247484
YOR275C	0.437993723	0.705122389	0.475305062	0.514066295	0.555921025	0.534119866
YDL075W	3.353228819	3.217197695	3.217851869	3.503984072	3.738763785	3.974617848
YDR127W	1.146789115	1.340888477	1.153789934	1.145301226	1.40731239	1.259167563
YOL018C	1.550771527	2.457758326	2.123552867	2.600930661	1.900817903	2.242820071
YOR220W	1.771996244	1.61665881	1.851410499	2.134293101	2.142470179	2.102401716
YLL048C	0.364552352	0.412423836	0.347923522	0.379456263	0.376821402	0.375625506
YNL264C	1.275783578	1.91446438	1.239426839	1.551062098	1.526090778	1.290789676
YIL075C	1.175811808	1.324347807	1.200785144	1.212572177	1.329860465	1.442731557
YOL098C	1.063944742	1.001670415	0.869323026	0.984711196	0.936185722	0.91746293
YNR074C	1.156143516	1.293890835	1.238766767	1.223460761	1.048591694	1.010379339
YIL097W	0.592887561	1.104820886	0.841893911	0.691475044	0.606913033	1.049198026
YOL045W	0.620147951	0.628164725	0.643876557	0.548684316	0.661621796	0.528200379
YFR010W	1.429070017	1.731774328	1.325137553	1.606457173	1.829767487	1.521855952
YHL009C	1.203329341	1.787460601	1.581173563	1.415212271	1.826307109	1.269257627
YPR101W	1.750974908	2.614523452	1.946205259	2.172368222	1.18019835	1.319848849
YLR304C	1.456674045	1.658640919	1.596092418	1.724171707	1.705427827	1.974650097
YNL048W	0.792033383	0.956752107	0.750387454	0.991865603	1.0605535	0.819324774
YGL064C	1.0848153	1.104422465	0.821565887	1.125954358	0.729383614	0.524599013
YMR119W	0.417716236	0.314593066	0.387432443	0.295063562	0.353457874	0.532833716
YER176W	0.561111362	0.990543031	0.67001726	0.614715755	0.580453343	0.704848525
YGL127C	1.482892638	0.639017165	1.290850427	0.7530268	1.60001507	1.168135454
YLR166C	0.566213824	0.65540222	0.559079487	0.685323473	0.454283524	0.554818351
YPL004C	2.180289012	2.54489703	2.481044445	2.461640442	2.946830121	3.4425937
YMR199W	0.898522379	0.784106584	0.790188601	0.759288292	0.62690823	0.618474626
YER118C	0.975301257	0.996211375	1.052706463	0.831577831	1.092353145	0.994846698
YKL125W	0.686911144	0.663112835	0.684341918	0.731653762	0.814883929	0.938494418
YEL009C	0.051390604	0.034408617	0.057433617	0.0262493	0.050214828	0.034079616
YDR498C	0.946823469	0.774916743	1.349022175	0.796478766	0.93101285	1.035619104
YDR111C	1.056446354	1.059129988	1.573723466	0.894735641	1.110867606	0.842303538
YBR023C	0.496961438	0.447944195	0.416773176	0.387900634	0.339600221	0.315275313
YJR069C	3.51787529	2.75674336	2.408460698	3.694851497	3.263401228	3.38136276
YKR055W	1.695803227	2.211982493	1.804087592	1.254163933	1.313976732	2.061582086
YIR035C	1.067497048	1.009515062	0.883284715	0.580647171	1.055833798	1.105324236
YJR034W	2.813673515	2.661941325	3.536079059	3.516019472	3.504867793	3.836402753
YNL026W	0.980096104	0.965519368	1.026441041	1.082425689	0.887768361	1.065083504
YGL189C	2.128444381	1.889945694	1.934816106	1.908883432	2.77728126	3.399616531
YPR036W-A	1.324621068	0.916695026	2.100085978	1.233992304	2.524750497	2.793725001
YDR211W	0.816691956	0.942518303	0.701418374	0.90620661	0.736352881	0.751518586
YOR125C	1.907714357	1.966206661	2.131299557	1.886949695	1.801056138	1.664809343
YNL306W	1.823194512	2.966732076	2.144283477	2.409685759	2.689225328	2.397751721
YOR297C	1.272729157	2.013395621	1.383526868	0.95165126	1.265098154	1.160867055
YCL033C	2.279118411	1.852603609	2.018055533	1.85411932	1.997383518	2.741224532
YHR196W	0.869033047	0.892910364	0.511949184	0.574182935	0.595761513	0.459995864
YDR277C	0.802015173	0.915042331	0.79922626	0.694918367	1.050716304	1.413101767
YPR067W	1.081147905	0.915414249	1.206588917	1.218691648	1.982471419	0.980414037
YML025C	2.066179995	1.784710661	2.355639629	1.867191059	2.679189836	1.572172893
YLR100W	1.360529329	1.339744279	1.384893989	1.617081889	1.545924238	1.601585072
YJR134C	0.610037201	0.829908088	0.468074683	0.763464795	0.750793278	0.5795026
YPL196W	2.184977235	1.990784244	1.778200676	2.139032648	1.614573985	1.249571183
YJL149W	0.839318205	0.942295268	1.005057948	0.719992463	1.058409969	0.970284921
YNR017W	1.676481297	1.693663163	1.96706837	1.680640705	2.669608817	1.436705031
YNL168C	2.140298429	2.148027922	2.329725393	2.138249892	2.047034664	2.340284134
YFR037C	1.896363791	2.024880764	1.888226384	1.658584102	2.340991676	2.654435894
YDR364C	0.564331869	0.580924695	0.745098474	0.670932113	0.430240787	0.546327966
YLR352W	0.671243431	0.460380096	0.730307437	0.504216485	0.54338825	0.790391411
YIL056W	0.590745137	0.510313179	0.568207826	0.327945399	0.735288558	0.461235314
YDR461W	1.734215274	2.733813741	1.753582136	2.30573853	2.428563414	3.131953462
YNL113W	1.973788933	2.212574724	1.593874996	1.813228888	1.808274851	2.488269256
YLR229C	1.662560447	1.820243721	1.547512216	1.704411878	1.94614292	2.100807447
YJR052W	0.901736637	1.076876263	1.096040765	1.019829553	0.993609358	0.994777381
YPR109W	0.503629505	0.512923477	0.612541411	0.633658107	0.462576664	0.443688318
YLR292C	1.880772601	2.197525092	1.81849933	2.145465829	1.84321736	2.645165051
YKL020C	0.691444111	0.793764911	0.717277825	0.74387672	0.747516613	0.7951009
YAL007C	1.201500497	1.600242184	1.640108214	1.484447767	1.195259098	1.467617161
YLR312W-A	1.837611141	1.375293215	1.89147393	1.930723528	1.853474991	2.085208959
YBR009C	2.153297781	1.815554284	2.009693713	1.977178059	2.231052683	3.023480112
YNL008C	0.573730734	0.735974603	0.476373456	0.785110648	0.622085859	0.649418715
YOL111C	2.453421944	2.36940347	2.527817049	1.859442554	3.609633997	2.445706755
YDR004W	0.513636261	0.503959766	0.5494389	0.480564111	0.507529256	0.740180134
YMR312W	1.58953966	1.53638474	1.662419635	1.638586316	1.244171718	2.429721744
YOL144W	1.446535855	2.128927212	1.471569487	1.479631606	1.460295444	1.771062235
YGL178W	0.613242985	0.473950252	0.678969684	0.52335007	0.685731607	0.316428878
YPL249C-A	3.270620801	3.405823718	2.899377343	3.613534544	3.781758809	4.526604893
YDL134C	1.035168052	0.826232691	1.047552099	0.859595505	1.00809811	0.971888698
YLR243W	1.27593323	1.234972779	1.316446777	1.06812312	1.334076901	1.196170705
YMR122W-A	2.305123042	1.572965329	2.605721872	1.861414561	2.631255053	2.99111222
YIL069C	2.229547454	2.729879503	1.915652586	2.298196618	2.143706904	2.458704508
YJR083C	1.499093782	2.173175783	2.012402717	1.542198886	1.313888237	1.840698291
YNL135C	2.057375643	1.881326701	2.303006534	2.056505207	2.685409126	4.717561926
YAL030W	1.539361685	2.54670577	2.132408383	2.510089332	2.427652133	2.75917554
YGL147C	1.885707536	1.516008048	1.743683318	1.548732794	1.589080293	2.591147749
YBR263W	1.58288987	1.217779609	1.370978533	1.075696323	1.960955914	1.183247392
YOL086C	2.222599866	1.773212123	2.486269048	1.941456844	2.767564396	3.929014328
YBL001C	2.991706798	3.631337927	2.584619464	3.433986433	2.954760974	4.539247599
YNR035C	1.455181398	1.480282186	1.471792756	1.613014141	1.525926236	2.553968878
YKL141W	1.890715595	1.450962478	1.732157402	1.77941128	2.086777015	3.291051674
YGL246C	1.074887639	1.128431649	0.945219458	1.2940905	0.943122136	0.885053281
YDR045C	1.716767828	1.769585995	1.579502132	1.947829322	1.929253614	2.78185533
YPL232W	1.736425789	2.034867846	1.782067466	1.793185589	1.977074491	1.442079239
YEL017W	1.658457532	1.526150884	1.583751914	1.529109235	1.519214309	1.785477342
YGR252W	1.038086884	1.078604797	0.869489217	0.877285123	1.098250344	0.621893065
YGR003W	0.642976824	0.905197029	0.881601657	0.725245228	0.60519665	0.936951522
YDR517W	1.481670313	0.798868218	1.223399008	0.829011232	1.858628877	1.606751476
YGR074W	1.708553627	2.294982201	1.992617858	2.233635658	1.631848413	2.931512104
YOR256C	0.631969213	0.721840254	0.489503364	0.803228586	0.61505664	0.783414955
YPR011C	1.368380774	1.159027084	1.356184439	1.582832803	2.117428394	1.373320986
YHL040C	0.317602427	0.576015472	0.299012668	0.38673969	0.585961074	0.400390766
YOR361C	1.457962039	1.376569887	1.262038381	1.362077201	1.41857548	1.481845901
YGR029W	1.602666375	1.751234733	1.482025495	1.895258462	2.391010275	2.02476812
YOR334W	0.892264613	0.527406022	0.760640313	0.725136918	0.609518468	0.542348604
YGL078C	1.26972475	1.115429786	1.161705205	0.704538385	0.942970471	0.717872333
YER151C	1.048537243	0.840553348	0.888151936	0.77025146	1.066292507	0.890733022
YEL039C	3.003235698	3.979602282	2.680044885	3.994286372	4.038101191	4.423339585
YDR258C	1.748219803	1.939990572	1.780896758	2.246467137	2.608243337	2.951732275
YPL254W	0.766256535	0.572764549	0.571793272	0.839194045	0.878460637	0.705129038
YLL012W	0.582338989	0.684268311	0.805578388	0.616374806	0.59925702	0.677039473
YCL052C	0.917456751	0.892764105	0.847566009	1.073881697	0.635199658	0.985772822
YLR438W	1.854912703	1.470117596	2.05200447	1.400196005	2.256585959	2.871489334
YCR094W	0.934165401	0.815611652	1.170055249	0.939159578	0.576687088	0.854902095
YNL190W	0.591482318	0.366722167	0.481167135	0.296610017	0.991881342	0.850270989
YDR234W	1.167862383	1.157631787	0.739312583	0.784038825	1.00463291	1.16108156
YKR049C	2.115908411	1.808910128	2.786403761	2.351480789	1.892963283	1.675670168
YPR179C	0.590564334	1.272860102	0.885263695	1.351774938	0.967108268	1.005402101
